Year,Month,Day,DayOfWeek,Flight_Date,UniqueCarrier,Tai_lNum,FlightNum,Origin_Airport,Origin_City_Name,Origin_State,Scheduled_Departure,Departure_Time,Dep_Delay,DepDel15,Dep_Delay_Groups,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Delay_Minutes,Arr_Del_morethan15,Cancelled,Diverted,Distance,DistanceGroup,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers,Top_Origin,DEPTIME_GROUP1,DEPTIME_GROUP2,DEPTIME_GROUP3
2016,7,5,2,05/07/2016,AA,N3CHAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2209,-1,0,-1,2355,2347,-8,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,6,3,06/07/2016,AA,N3GYAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2218,8,0,0,2355,2,7,7,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,7,4,07/07/2016,AA,N3KRAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2228,18,1,1,2355,11,16,16,1,0,0,989,4,16,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,8,5,08/07/2016,AA,N3GSAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2225,15,1,1,2355,13,18,18,1,0,0,989,4,15,0,3,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,9,6,09/07/2016,AA,N3CVAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2306,56,1,3,2355,41,46,46,1,0,0,989,4,0,46,0,0,0,1,1,1800-2359,2200-2359,2300-2359
2016,7,10,7,10/07/2016,AA,N3JMAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2245,35,1,2,2355,27,32,32,1,0,0,989,4,5,0,0,0,27,1,1,1800-2359,2200-2359,2200-2300
2016,7,11,1,11/07/2016,AA,N3HTAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2208,-2,0,-1,2355,2357,2,2,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,12,2,12/07/2016,AA,N3DNAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2203,-7,0,-1,2355,2355,0,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,13,3,13/07/2016,AA,N3HJAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2208,-2,0,-1,2355,10,15,15,1,0,0,989,4,0,0,15,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,14,4,14/07/2016,AA,N3NFAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2209,-1,0,-1,2355,2349,-6,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,15,5,15/07/2016,AA,N3KTAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2,112,1,7,2355,147,112,112,1,0,0,989,4,0,0,0,0,112,1,1,0000-0600,0000-0200,0000-0100
2016,7,16,6,16/07/2016,AA,N3DAAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2210,0,0,0,2355,2340,-15,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,17,7,17/07/2016,AA,N3ATAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2204,-6,0,-1,2355,2341,-14,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,18,1,18/07/2016,AA,N3HKAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2222,12,0,0,2355,2351,-4,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,19,2,19/07/2016,AA,N3FVAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2211,1,0,0,2355,2342,-13,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,20,3,20/07/2016,AA,N3MBAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2205,-5,0,-1,2355,2335,-20,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,21,4,21/07/2016,AA,N3JRAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2215,5,0,0,2355,2353,-2,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,22,5,22/07/2016,AA,N3BWAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2214,4,0,0,2355,2346,-9,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,23,6,23/07/2016,AA,N3FRAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2204,-6,0,-1,2355,2338,-17,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,24,7,24/07/2016,AA,N3EVAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2210,0,0,0,2355,2344,-11,0,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,25,1,25/07/2016,AA,N3HRAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2330,80,1,5,2355,58,63,63,1,0,0,989,4,20,0,0,0,43,1,1,1800-2359,2200-2359,2300-2359
2016,7,26,2,26/07/2016,AA,N3JBAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2231,21,1,1,2355,3,8,8,0,0,0,989,4,0,0,0,0,0,1,1,1800-2359,2200-2359,2200-2300
2016,7,27,3,27/07/2016,AA,N3KJAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,14,124,1,8,2355,143,108,108,1,0,0,989,4,108,0,0,0,0,1,1,0000-0600,0000-0200,0000-0100
2016,7,29,5,29/07/2016,AA,N3JHAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2227,17,1,1,2355,11,16,16,1,0,0,989,4,15,0,0,0,1,1,1,1800-2359,2200-2359,2200-2300
2016,7,30,6,30/07/2016,AA,N3CLAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,2236,26,1,1,2355,14,19,19,1,0,0,989,4,0,0,0,0,19,1,1,1800-2359,2200-2359,2200-2300
2016,7,31,7,31/07/2016,AA,N3BUAA,79,DFW,"Dallas/Fort Worth, TX",TX,2210,723,553,1,12,2355,902,547,547,1,0,0,989,4,547,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,1,5,01/07/2016,AA,N502AA,80,DEN,"Denver, CO",CO,1815,1820,5,0,0,2112,2132,20,20,1,0,0,641,3,0,0,15,0,5,1,1,1800-2359,1800-2000,1800-1900
2016,7,2,6,02/07/2016,AA,N470AA,80,DEN,"Denver, CO",CO,1815,1847,32,1,2,2112,2131,19,19,1,0,0,641,3,4,0,0,0,15,1,1,1800-2359,1800-2000,1800-1900
2016,7,3,7,03/07/2016,AA,N487AA,80,DEN,"Denver, CO",CO,1815,1816,1,0,0,2112,2128,16,16,1,0,0,641,3,0,0,15,0,1,1,1,1800-2359,1800-2000,1800-1900
2016,7,4,1,04/07/2016,AA,N4XCAA,80,DEN,"Denver, CO",CO,1815,1813,-2,0,-1,2112,2104,-8,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,5,2,05/07/2016,AA,N4XLAA,80,DEN,"Denver, CO",CO,1820,1813,-7,0,-1,2117,2123,6,6,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,6,3,06/07/2016,AA,N565AA,80,DEN,"Denver, CO",CO,1820,1918,58,1,3,2117,2206,49,49,1,0,0,641,3,4,0,0,0,45,1,1,1800-2359,1800-2000,1900-2000
2016,7,7,4,07/07/2016,AA,N528AA,80,DEN,"Denver, CO",CO,1820,1829,9,0,0,2117,2111,-6,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,8,5,08/07/2016,AA,N550AA,80,DEN,"Denver, CO",CO,1820,1833,13,0,0,2117,2132,15,15,1,0,0,641,3,0,0,2,0,13,1,1,1800-2359,1800-2000,1800-1900
2016,7,9,6,09/07/2016,AA,N3ESAA,80,DEN,"Denver, CO",CO,1820,1926,66,1,4,2117,2210,53,53,1,0,0,641,3,16,0,0,0,37,1,1,1800-2359,1800-2000,1900-2000
2016,7,10,7,10/07/2016,AA,N4YUAA,80,DEN,"Denver, CO",CO,1820,1942,82,1,5,2117,2244,87,87,1,0,0,641,3,82,0,5,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,11,1,11/07/2016,AA,N4XVAA,80,DEN,"Denver, CO",CO,1820,1837,17,1,1,2117,2117,0,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,12,2,12/07/2016,AA,N486AA,80,DEN,"Denver, CO",CO,1820,1816,-4,0,-1,2117,2103,-14,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,13,3,13/07/2016,AA,N4YNAA,80,DEN,"Denver, CO",CO,1820,1820,0,0,0,2117,2110,-7,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,14,4,14/07/2016,AA,N541AA,80,DEN,"Denver, CO",CO,1820,1853,33,1,2,2117,2154,37,37,1,0,0,641,3,12,0,4,0,21,1,1,1800-2359,1800-2000,1800-1900
2016,7,15,5,15/07/2016,AA,N472AA,80,DEN,"Denver, CO",CO,1820,1940,80,1,5,2117,2236,79,79,1,0,0,641,3,16,0,0,0,63,1,1,1800-2359,1800-2000,1900-2000
2016,7,16,6,16/07/2016,AA,N3ARAA,80,DEN,"Denver, CO",CO,1820,1822,2,0,0,2117,2112,-5,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,17,7,17/07/2016,AA,N499AA,80,DEN,"Denver, CO",CO,1820,1829,9,0,0,2117,2121,4,4,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,18,1,18/07/2016,AA,N570AA,80,DEN,"Denver, CO",CO,1820,1818,-2,0,-1,2117,2116,-1,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,19,2,19/07/2016,AA,N4XBAA,80,DEN,"Denver, CO",CO,1820,1814,-6,0,-1,2117,2106,-11,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,20,3,20/07/2016,AA,N4YRAA,80,DEN,"Denver, CO",CO,1820,1819,-1,0,-1,2117,2113,-4,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,22,5,22/07/2016,AA,N571AA,80,DEN,"Denver, CO",CO,1820,1249,1109,1,12,2117,1547,1110,1110,1,0,0,641,3,41,0,1,0,1068,1,1,1200-1800,1200-1400,1200-1300
2016,7,23,6,23/07/2016,AA,N3KFAA,80,DEN,"Denver, CO",CO,1820,1855,35,1,2,2117,2238,81,81,1,0,0,641,3,16,0,46,0,19,1,1,1800-2359,1800-2000,1800-1900
2016,7,24,7,24/07/2016,AA,N555AA,80,DEN,"Denver, CO",CO,1820,1833,13,0,0,2117,2149,32,32,1,0,0,641,3,3,0,19,0,10,1,1,1800-2359,1800-2000,1800-1900
2016,7,25,1,25/07/2016,AA,N438AA,80,DEN,"Denver, CO",CO,1820,2047,147,1,9,2117,2342,145,145,1,0,0,641,3,28,0,0,0,117,1,1,1800-2359,2000-2200,2000-2100
2016,7,26,2,26/07/2016,AA,N547AA,80,DEN,"Denver, CO",CO,1820,1851,31,1,2,2117,2138,21,21,1,0,0,641,3,1,0,0,0,20,1,1,1800-2359,1800-2000,1800-1900
2016,7,27,3,27/07/2016,AA,N4WTAA,80,DEN,"Denver, CO",CO,1820,1951,91,1,6,2117,2243,86,86,1,0,0,641,3,0,0,0,0,86,1,1,1800-2359,1800-2000,1900-2000
2016,7,28,4,28/07/2016,AA,N434AA,80,DEN,"Denver, CO",CO,1820,1856,36,1,2,2117,2145,28,28,1,0,0,641,3,9,0,0,0,19,1,1,1800-2359,1800-2000,1800-1900
2016,7,29,5,29/07/2016,AA,N4XJAA,80,DEN,"Denver, CO",CO,1820,1930,70,1,4,2117,2223,66,66,1,0,0,641,3,1,0,0,0,65,1,1,1800-2359,1800-2000,1900-2000
2016,7,30,6,30/07/2016,AA,N3GRAA,80,DEN,"Denver, CO",CO,1820,1817,-3,0,-1,2117,2106,-11,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,31,7,31/07/2016,AA,N4XFAA,80,DEN,"Denver, CO",CO,1820,1956,96,1,6,2117,2249,92,92,1,0,0,641,3,4,0,0,0,88,1,1,1800-2359,1800-2000,1900-2000
2016,7,1,5,01/07/2016,AA,N867AA,81,DFW,"Dallas/Fort Worth, TX",TX,1859,1902,3,0,0,2006,2020,14,14,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,2,6,02/07/2016,AA,N884AA,81,DFW,"Dallas/Fort Worth, TX",TX,1859,1932,33,1,2,2006,2046,40,40,1,0,0,641,3,4,0,7,0,29,1,1,1800-2359,1800-2000,1900-2000
2016,7,3,7,03/07/2016,AA,N988AA,81,DFW,"Dallas/Fort Worth, TX",TX,1859,1853,-6,0,-1,2006,1956,-10,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,4,1,04/07/2016,AA,N896AA,81,DFW,"Dallas/Fort Worth, TX",TX,1859,1917,18,1,1,2006,2010,4,4,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,5,2,05/07/2016,AA,N866AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2008,63,1,4,2009,2100,51,51,1,0,0,641,3,0,0,0,0,51,1,1,1800-2359,2000-2200,2000-2100
2016,7,6,3,06/07/2016,AA,N880AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1906,1,0,0,2009,2006,-3,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,7,4,07/07/2016,AA,N879AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1936,31,1,2,2009,2041,32,32,1,0,0,641,3,31,0,1,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,8,5,08/07/2016,AA,N890AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2152,167,1,11,2009,2336,207,207,1,0,0,641,3,137,0,40,0,30,1,1,1800-2359,2000-2200,2100-2200
2016,7,9,6,09/07/2016,AA,N872AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2127,142,1,9,2009,2227,138,138,1,0,0,641,3,0,0,0,0,138,1,1,1800-2359,2000-2200,2100-2200
2016,7,10,7,10/07/2016,AA,N896AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1910,5,0,0,2009,2039,30,30,1,0,0,641,3,5,0,25,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,11,1,11/07/2016,AA,N881AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1902,-3,0,-1,2009,2002,-7,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,12,2,12/07/2016,AA,N895AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1910,5,0,0,2009,2003,-6,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,13,3,13/07/2016,AA,N889AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1956,51,1,3,2009,2051,42,42,1,0,0,641,3,42,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,14,4,14/07/2016,AA,N886AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1953,48,1,3,2009,2048,39,39,1,0,0,641,3,39,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,15,5,15/07/2016,AA,N893AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1937,32,1,2,2009,2059,50,50,1,0,0,641,3,0,0,18,0,32,1,1,1800-2359,1800-2000,1900-2000
2016,7,16,6,16/07/2016,AA,N880AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1903,-2,0,-1,2009,1959,-10,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,17,7,17/07/2016,AA,N883AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1915,10,0,0,2009,2042,33,33,1,0,0,641,3,0,0,23,0,10,1,1,1800-2359,1800-2000,1900-2000
2016,7,18,1,18/07/2016,AA,N4XHAA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2321,256,1,12,2009,11,242,242,1,0,0,641,3,62,0,0,0,180,1,1,1800-2359,2200-2359,2300-2359
2016,7,19,2,19/07/2016,AA,N891AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1918,13,0,0,2009,2048,39,39,1,0,0,641,3,0,0,26,0,13,1,1,1800-2359,1800-2000,1900-2000
2016,7,20,3,20/07/2016,AA,N884AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1928,23,1,1,2009,2021,12,12,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,21,4,21/07/2016,AA,N891AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1901,-4,0,-1,2009,2004,-5,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,22,5,22/07/2016,AA,N868AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1902,-3,0,-1,2009,2008,-1,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,23,6,23/07/2016,AA,N988AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1904,-1,0,-1,2009,2032,23,23,1,0,0,641,3,0,0,23,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,24,7,24/07/2016,AA,N885AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1905,0,0,0,2009,2032,23,23,1,0,0,641,3,0,0,23,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,25,1,25/07/2016,AA,N875AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2158,173,1,11,2009,2252,163,163,1,0,0,641,3,155,0,0,0,8,1,1,1800-2359,2000-2200,2100-2200
2016,7,26,2,26/07/2016,AA,N867AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1916,11,0,0,2009,2027,18,18,1,0,0,641,3,11,0,7,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,27,3,27/07/2016,AA,N887AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2129,144,1,9,2009,2232,143,143,1,0,0,641,3,21,0,0,0,122,1,1,1800-2359,2000-2200,2100-2200
2016,7,28,4,28/07/2016,AA,N895AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1924,19,1,1,2009,2036,27,27,1,0,0,641,3,10,0,8,0,9,1,1,1800-2359,1800-2000,1900-2000
2016,7,29,5,29/07/2016,AA,N894AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1901,-4,0,-1,2009,1959,-10,0,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,30,6,30/07/2016,AA,N878AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,1911,6,0,0,2009,2011,2,2,0,0,0,641,3,0,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,31,7,31/07/2016,AA,N876AA,81,DFW,"Dallas/Fort Worth, TX",TX,1905,2008,63,1,4,2009,2108,59,59,1,0,0,641,3,0,0,0,0,59,1,1,1800-2359,2000-2200,2000-2100
2016,7,5,2,05/07/2016,AA,N796AA,82,LAX,"Los Angeles, CA",CA,800,755,-5,0,-1,1636,1717,41,41,1,0,0,2475,10,0,0,41,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,6,3,06/07/2016,AA,N792AA,82,LAX,"Los Angeles, CA",CA,800,758,-2,0,-1,1636,1612,-24,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,7,4,07/07/2016,AA,N799AA,82,LAX,"Los Angeles, CA",CA,800,753,-7,0,-1,1636,1602,-34,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,8,5,08/07/2016,AA,N789AA,82,LAX,"Los Angeles, CA",CA,800,757,-3,0,-1,1636,1844,128,128,1,0,0,2475,10,0,0,128,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,9,6,09/07/2016,AA,N783AA,82,LAX,"Los Angeles, CA",CA,800,754,-6,0,-1,1636,1640,4,4,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,10,7,10/07/2016,AA,N792AA,82,LAX,"Los Angeles, CA",CA,800,752,-8,0,-1,1636,1613,-23,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,11,1,11/07/2016,AA,N784AA,82,LAX,"Los Angeles, CA",CA,800,754,-6,0,-1,1636,1605,-31,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,12,2,12/07/2016,AA,N786AA,82,LAX,"Los Angeles, CA",CA,800,803,3,0,0,1636,1614,-22,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0800-1000,0800-0900
2016,7,13,3,13/07/2016,AA,N798AA,82,LAX,"Los Angeles, CA",CA,800,756,-4,0,-1,1636,1609,-27,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,14,4,14/07/2016,AA,N786AA,82,LAX,"Los Angeles, CA",CA,800,753,-7,0,-1,1636,1630,-6,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,15,5,15/07/2016,AA,N790AA,82,LAX,"Los Angeles, CA",CA,800,756,-4,0,-1,1636,1609,-27,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,16,6,16/07/2016,AA,N791AA,82,LAX,"Los Angeles, CA",CA,800,755,-5,0,-1,1636,1624,-12,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,17,7,17/07/2016,AA,N784AA,82,LAX,"Los Angeles, CA",CA,800,755,-5,0,-1,1636,1615,-21,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,18,1,18/07/2016,AA,N789AA,82,LAX,"Los Angeles, CA",CA,800,754,-6,0,-1,1636,1641,5,5,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,19,2,19/07/2016,AA,N796AA,82,LAX,"Los Angeles, CA",CA,800,756,-4,0,-1,1636,1633,-3,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,20,3,20/07/2016,AA,N787AA,82,LAX,"Los Angeles, CA",CA,800,756,-4,0,-1,1636,1627,-9,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,21,4,21/07/2016,AA,N786AA,82,LAX,"Los Angeles, CA",CA,800,753,-7,0,-1,1636,1644,8,8,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,22,5,22/07/2016,AA,N786AA,82,LAX,"Los Angeles, CA",CA,800,757,-3,0,-1,1636,1621,-15,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,23,6,23/07/2016,AA,N788AA,82,LAX,"Los Angeles, CA",CA,800,753,-7,0,-1,1636,1621,-15,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,24,7,24/07/2016,AA,N787AA,82,LAX,"Los Angeles, CA",CA,800,759,-1,0,-1,1636,1618,-18,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,26,2,26/07/2016,AA,N797AA,82,LAX,"Los Angeles, CA",CA,800,1059,179,1,11,1636,1921,165,165,1,0,0,2475,10,165,0,0,0,0,1,1,0600-1200,1000-1200,1000-1100
2016,7,27,3,27/07/2016,AA,N784AA,82,LAX,"Los Angeles, CA",CA,800,806,6,0,0,1636,1637,1,1,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0800-1000,0800-0900
2016,7,28,4,28/07/2016,AA,N795AA,82,LAX,"Los Angeles, CA",CA,800,842,42,1,2,1636,1717,41,41,1,0,0,2475,10,29,0,12,0,0,1,1,0600-1200,0800-1000,0800-0900
2016,7,29,5,29/07/2016,AA,N790AA,82,LAX,"Los Angeles, CA",CA,800,806,6,0,0,1636,1624,-12,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0800-1000,0800-0900
2016,7,30,6,30/07/2016,AA,N799AA,82,LAX,"Los Angeles, CA",CA,800,800,0,0,0,1636,1733,57,57,1,0,0,2475,10,0,0,57,0,0,1,1,0600-1200,0600-0800,0700-0800
2016,7,31,7,31/07/2016,AA,N789AA,82,LAX,"Los Angeles, CA",CA,800,801,1,0,0,1636,1629,-7,0,0,0,0,2475,10,0,0,0,0,0,1,1,0600-1200,0800-1000,0800-0900
2016,7,5,2,05/07/2016,AA,N796AA,83,JFK,"New York, NY",NY,1800,1810,10,0,0,2126,2109,-17,0,0,0,0,2475,10,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,6,3,06/07/2016,AA,N792AA,83,JFK,"New York, NY",NY,1800,1753,-7,0,-1,2126,2115,-11,0,0,0,0,2475,10,0,0,0,0,0,1,1,1200-1800,1600-1800,1700-1800
2016,7,7,4,07/07/2016,AA,N799AA,83,JFK,"New York, NY",NY,1800,1917,77,1,5,2126,2228,62,62,1,0,0,2475,10,62,0,0,0,0,1,1,1800-2359,1800-2000,1900-2000
2016,7,8,5,08/07/2016,AA,N783AA,83,JFK,"New York, NY",NY,1800,1804,4,0,0,2126,2228,62,62,1,0,0,2475,10,0,0,62,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,9,6,09/07/2016,AA,N783AA,83,JFK,"New York, NY",NY,1800,1814,14,0,0,2126,2143,17,17,1,0,0,2475,10,0,0,17,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,10,7,10/07/2016,AA,N792AA,83,JFK,"New York, NY",NY,1800,1829,29,1,1,2126,2132,6,6,0,0,0,2475,10,0,0,0,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,11,1,11/07/2016,AA,N784AA,83,JFK,"New York, NY",NY,1800,1800,0,0,0,2126,2143,17,17,1,0,0,2475,10,0,0,17,0,0,1,1,1200-1800,1600-1800,1700-1800
2016,7,12,2,12/07/2016,AA,N791AA,83,JFK,"New York, NY",NY,1800,1832,32,1,2,2126,2145,19,19,1,0,0,2475,10,0,0,19,0,0,1,1,1800-2359,1800-2000,1800-1900
2016,7,13,3,13/07/2016,AA,N793AA,83,JFK,"New York, NY",NY,1800,1758,-2,0,-1,2126,2108,-18,0,0,0,0,2475,10,0,0,0,0,0,1,1,1200-1800,1600-1800,1700-1800
2016,7,14,4,14/07/2016,AA,N796AA,83,JFK,"New York, NY",NY,1800,1917,77,1,5,2126,2233,67,67,1,0,0,2475,10,0,67,0,0,0,1,1,1800-2359,1800-2000,1900-2000
